,sentence_id,words,labels
11193,1079,Yawar,B-ORG
8385,522,llaqtam,O
1537,1641,suyu,I-LOC
503,2321,),O
3560,2041,PUSAPUNA,O
7583,365,.,O
12677,1374,walla,I-ORG
195,1744,(,O
2849,1895,PUSAPUNA,O
10677,977,',O
3067,1936,Martin,B-PER
2306,1790,),O
2637,1859,muja,I-ORG
12594,1358,nudicaudatus,O
13275,1489,de,I-PER
4392,2201,Wiraqucha,B-PER
13120,1460,Santiago,B-LOC
9137,674,Piluta,B-ORG
3369,2002,PUSAPUNA,O
2869,1901,de,I-PER
3601,2050,pruwinsyaqa,O
4151,2153,José,B-PER
893,623,),O
6500,161,kawsay,I-ORG
8835,613,Abiseo,B-ORG
3387,2005,'Phoenicopterus,O
3603,2050,Fermín,I-PER
11541,1147,Kathuliku,I-ORG
8301,506,',O
281,1888,para,O
3815,2093,Mar,I-PER
9552,757,Kupa,I-ORG
13222,1478,de,I-PER
110,1223,Kupa,I-ORG
11367,1110,',O
10708,983,-,O
1715,1671,',O
6428,148,Joanne,B-PER
4378,2197,',O
4055,2137,mit'ankuna,O
4033,2132,Tumipampa,B-LOC
3835,2095,pruwinsya,I-LOC
11982,1238,',O
8278,504,Tunari,B-LOC
5121,2345,',O
2865,1898,Σωκράτης,O
10844,1009,suyu,I-ORG
7064,271,colaboración,O
9793,809,),O
12553,1349,Eisenhower,I-PER
3170,1959,pusapuna,O
8731,591,Qusqu,B-LOC
6413,144,Manqu,B-LOC
3214,1969,-,O
4355,2193,qallirisqanpis,O
10643,971,Uqupampa,B-LOC
4571,2237,Liyun,B-PER
4738,2268,1994,I-ORG
12755,1385,suyukuna,I-ORG
10436,931,25,O
10011,853,walla,I-ORG
10460,936,hunt'arqan,O
7443,339,Georg,B-PER
5202,2360,1986,I-ORG
4278,2179,llaqtanqa,I-LOC
3150,1954,.,O
12849,1403,1962,I-ORG
2061,1739,',O
12197,1280,.,O
184,1722,),O
4075,2140,(,O
8087,462,Kupa,I-ORG
5736,12,wakamayu,I-LOC
13876,1610,-,O
10797,1002,Johann,B-PER
9508,747,Lamarck,I-PER
11612,1162,Aux,O
10107,870,qucha,I-LOC
5822,28,Buliwyap,B-LOC
7174,291,suyu,I-LOC
3186,1962,La,B-LOC
4648,2251,PUSAPUNA,O
11170,1074,Castilla,I-PER
1895,1706,Mariano,B-PER
8802,606,José,B-PER
6746,208,-,O
1852,1697,Yang,B-PER
4872,2295,Achá,I-PER
9356,718,',O
1881,1703,Pilichuku,B-LOC
904,645,30px]],O
2376,1806,ñiqin,I-PER
3092,1941,Clive,B-PER
3587,2047,Pachantin,I-ORG
8976,642,Hatun,B-LOC
12603,1360,(,I-LOC
11763,1192,',O
12369,1311,',O
3406,2009,Qhapaq,I-PER
5318,2383,singultus,O
11909,1222,Piluta,B-ORG
4601,2242,Oscar,B-PER
10687,980,Antisana,B-ORG
11717,1186,.,O
8631,571,Tomás,B-LOC
13548,1543,.,O
5274,2374,.,O
1579,1648,Susyalismuman,B-ORG
453,2233,PUSAPUNA,O
12706,1377,van,I-PER
1221,1235,(,O
5372,2392,Mama,I-ORG
7864,417,iskay,I-PER
3476,2025,llaqta,I-ORG
5827,29,Kuntur,B-LOC
2511,1835,marka,I-LOC
1171,1124,.,O
2722,1871,Binidiktu,B-PER
11031,1044,``,I-LOC
1533,1640,V,I-PER
2224,1773,kawsanku,O
4351,2193,chunka,O
1524,1638,',O
1185,1157,(,I-LOC
4967,2314,Krus,I-ORG
2305,1790,Ecuador,O
13044,1441,Kuntur,B-LOC
7146,285,Kupa,I-ORG
5524,2419,),O
9571,761,Bergman,I-PER
2025,1732,PUSAPUNA,O
7092,276,churu,I-LOC
4891,2300,q'arachupa,I-LOC
1426,1619,(,O
6709,200,Ronaldo,B-PER
5592,2434,(,O
8101,466,.,O
2442,1821,Mamallaqtapura,B-ORG
16,1677,.,O
7039,265,X,I-PER
9977,848,Carl,B-PER
10693,981,",",O
10964,1031,Pachantin,I-ORG
2858,1896,),I-ORG
13362,1508,suyu,I-LOC
2314,1792,22,O
9128,673,official,O
431,2177,Piruw,B-ORG
5059,2330,Tschudi,I-PER
10515,948,llaqta,I-LOC
11174,1075,',O
1401,1590,mama,I-LOC
2887,1904,(,O
1610,1653,Kupa,I-ORG
11285,1095,Republika,I-LOC
7438,339,",",O
4956,2312,'Pheonicoparrus,O
4426,2207,.,O
11418,1122,Hayt'ay,I-ORG
8954,637,====,O
1026,890,Tirul,I-LOC
6328,129,Suntur,I-ORG
985,801,Kupa,I-ORG
1981,1724,",",O
1032,912,Pachantin,I-ORG
3042,1930,Alvarado,I-PER
311,1955,alli,O
2578,1847,Meazza,I-PER
10171,881,Sukumpiyu,B-LOC
8908,628,Gerais,I-LOC
8609,566,.,O
13439,1522,.,O
6210,106,ruphay,I-ORG
7542,358,',O
4324,2187,/,O
8680,582,Antikuna,B-LOC
3281,1982,',O
3773,2086,suyu,I-LOC
3624,2054,Kuntur,B-LOC
10118,872,',O
9585,764,Hayt'ay,I-ORG
9098,666,Anta,B-LOC
12329,1304,wawqinmi,O
10533,951,(,I-LOC
9565,760,',O
12087,1260,.,O
1938,1716,kama,O
7327,318,Pachantin,I-ORG
11178,1075,Orbegoso,I-PER
12207,1282,sach'a,I-LOC
6945,245,),O
11373,1114,Secure,I-ORG
4068,2139,distrituqa,O
8206,488,Llaqtap,I-ORG
12066,1255,Kunti,I-LOC
2681,1863,(,O
3063,1935,m,O
2670,1861,.,O
11695,1180,.,O
1514,1637,.,O
626,101,Kupa,I-ORG
7833,409,suyukuna,I-ORG
1060,978,Piluta,B-ORG
4064,2138,Cruz,I-LOC
12265,1292,Walla,I-LOC
3854,2098,Piluta,B-ORG
1403,1590,risirwa,I-LOC
13854,1606,Kupa,I-ORG
9498,744,kaynin,I-ORG
12465,1329,',O
4619,2246,Urqu,B-LOC
9481,741,Kupa,I-ORG
2413,1814,.,O
865,557,Mendoza,I-PER
13857,1607,González,I-PER
7277,309,Constantinescu,I-PER
4045,2135,munisipyu,I-LOC
8459,537,Prada,I-PER
5271,2374,Miguel,B-PER
10085,865,Piluta,B-ORG
5754,16,Quta,I-LOC
1106,1034,Miguel,B-PER
6574,173,Shinzo,B-PER
594,46,Pardo,I-PER
6921,241,Madrid,I-ORG
7041,265,.,O
4227,2169,mama,I-ORG
599,57,PUSAPUNA,O
13172,1471,Lipis,B-LOC
11991,1240,Hukllachasqa,B-LOC
9963,844,Hayt'ay,I-ORG
11030,1044,Qulcha,B-LOC
2331,1796,Hayt'ay,I-ORG
6793,217,Waldheim,I-PER
8017,448,III,I-PER
13145,1464,Yachay,I-ORG
2351,1801,Qhapaq,I-PER
1146,1089,pruwinsya,I-LOC
11751,1189,mama,I-ORG
2651,1861,Rameau,I-PER
11630,1165,',O
1796,1686,Piluta,B-ORG
2287,1786,Simón,B-PER
12888,1409,llaqta,I-LOC
13583,1550,(,I-LOC
6597,178,.,O
11182,1076,Ribas,I-PER
9998,851,pruwinsya,I-LOC
7828,408,Piruw,B-LOC
8185,484,Piruwanu,B-ORG
294,1922,',O
13197,1474,),O
2191,1767,Piluta,B-ORG
12250,1288,Rumex,O
13630,1560,Kuntipampa,B-LOC
13725,1580,",",O
7140,284,Kungu,B-LOC
12084,1259,Humala,I-PER
11587,1156,Pizarro,I-PER
12821,1398,Lavrov,I-PER
5267,2373,watakama,O
7805,404,PUSAPUNA,O
4087,2141,distritu,I-LOC
13761,1587,Rimana,I-ORG
5591,2434,Pithagoras,B-PER
10705,982,.,O
7759,397,Uma,B-LOC
10327,913,),I-LOC
2910,1907,(,O
4979,2316,FC,B-ORG
12387,1316,Pachantin,I-ORG
6593,177,(,O
11179,1075,',O
8625,570,Andrés,B-PER
11337,1104,hap'ispa,O
7071,272,",",O
2592,1849,.,O
9174,681,',O
186,1733,.,O
11415,1121,Kupa,I-ORG
317,1955,wallpata,O
6046,74,',O
11700,1182,Carl,B-PER
1437,1621,Kupa,I-ORG
2249,1778,.,O
12360,1310,Piluta,B-ORG
5889,42,Stanford,B-ORG
11601,1160,:,I-LOC
2718,1870,llaqta,I-ORG
12960,1426,Georges,B-PER
1555,1643,prestamo,O
12884,1408,',O
10925,1024,",",O
4211,2165,suyu,I-LOC
2075,1742,sallqa,I-ORG
11736,1187,",",O
11201,1079,lagopus,O
9567,760,Cruyff,I-PER
11968,1234,(,I-LOC
7716,388,marka,I-LOC
3345,1996,(,O
3,0,',O
8978,642,distritu,I-LOC
12278,1294,Chimpurasu,I-LOC
5915,48,Harrison,I-PER
2432,1819,PUSAPUNA,O
11860,1210,.,O
12719,1381,Zoff,I-PER
12269,1293,Abraham,B-PER
11570,1153,pruwinsya,I-LOC
11948,1230,.,O
1038,923,Weah,I-PER
5980,61,'Rupicola,O
1002,845,Carles,B-PER
632,113,pruwinsya,I-LOC
2921,1907,',O
7751,395,Rodríguez,I-PER
11734,1187,Ukayali,B-LOC
2013,1729,Chakamarka,B-ORG
11064,1052,',O
3227,1971,.,O
1447,1624,',O
11498,1138,(,I-LOC
11098,1059,kiti,I-LOC
5048,2329,.,O
8640,573,(,O
12301,1298,km,O
10306,909,Shandong,B-LOC
13215,1477,Markus,I-LOC
2002,1727,",",O
1332,1446,Barrenechea,I-PER
8229,494,Chawin,I-LOC
8454,536,',O
1350,1490,Sankay,B-ORG
1953,1718,',O
8031,450,.,O
8959,638,Podocarpus,B-ORG
4568,2236,Sunturnin,I-ORG
1430,1620,Hayt'ay,I-ORG
6534,166,Calderón,I-PER
5540,2423,kiti,I-LOC
3190,1963,'Oreailurus,O
2744,1875,Mamallaqtapura,B-ORG
3988,2125,Edinburgh,B-LOC
7526,353,parki,I-ORG
6106,85,),O
8107,466,',O
3621,2053,la,I-PER
5743,14,rakiy,I-LOC
4313,2186,.,O
6198,104,Kupa,I-ORG
12965,1427,Bixente,B-PER
6987,255,Mana,B-ORG
8037,451,.,O
3595,2048,.,O
2064,1739,',O
3671,2062,.,O
650,146,pusapuna,O
2488,1830,llaqta,I-LOC
8933,632,Pachantin,I-ORG
6341,132,Pachantin,I-ORG
9170,680,",",O
1581,1648,MAS,O
11649,1170,Kupa,I-ORG
10046,861,Hayt'ay,I-ORG
7077,273,llaqtam,O
3781,2086,Chupa,B-LOC
10068,864,Haber,I-PER
6393,141,Wasin,I-ORG
2898,1906,-,O
4455,2213,llaqtam,O
7853,415,Isiboro,B-ORG
1960,1719,Simón,B-PER
1027,901,Uchuk,B-LOC
13744,1584,Julius,B-PER
13593,1552,mama,I-ORG
2204,1769,1970,I-ORG
13831,1602,",",I-PER
419,2144,mañaq,O
11859,1210,',O
4276,2178,),O
4184,2160,Yakuywa,B-LOC
7370,326,Laram,B-ORG
7720,388,",",O
7339,320,',O
12256,1289,(,O
7613,371,Kupa,I-ORG
977,790,San,I-ORG
4882,2297,-,O
10513,947,',O
370,2055,Noel,B-ORG
9164,678,Andrade,I-PER
11966,1233,2006,I-ORG
3569,2042,),O
11748,1189,Torres,B-ORG
1182,1157,PUSAPUNA,O
12116,1264,1998,I-ORG
7375,326,),I-ORG
7725,388,marka,I-LOC
10571,958,",",O
5646,2446,Wiña,B-LOC
6281,119,(,I-ORG
9131,673,Dar,B-LOC
9322,710,'Merganetta,O
5367,2391,Elías,I-PER
12990,1431,.,O
9566,760,Johan,B-PER
1070,989,Haydn,I-PER
8121,470,iskay,I-PER
7972,438,',O
7718,388,Karchi,B-LOC
13826,1600,",",O
2769,1879,suyu,I-LOC
206,1755,',O
502,2321,',O
4852,2292,Dun,I-PER
7358,324,",",O
6147,94,',O
12983,1430,.,O
9512,748,),O
6338,131,suyu,I-ORG
4627,2247,Kantarawi,B-LOC
2086,1745,Pachantin,I-ORG
12853,1404,(,O
555,2421,pacha,I-ORG
6125,88,',O
9165,678,',O
9341,715,José,B-PER
10686,980,PUSAPUNA,O
3890,2105,San,I-ORG
5465,2409,Qhapaq,I-PER
6408,144,San,B-LOC
1536,1641,Chuqichaka,B-LOC
12906,1414,mama,I-ORG
13695,1573,de,I-LOC
987,812,Calzada]],O
12433,1324,',O
5058,2330,von,I-PER
13897,1615,Wayas,B-LOC
6418,144,qucha,I-LOC
1975,1723,Antonio,B-PER
6160,95,kaynin,I-ORG
5282,2376,',O
625,101,Pachantin,I-ORG
543,2399,Pakaya-Samirya,B-LOC
11442,1127,',O
3717,2074,.,O
12094,1261,puma,I-LOC
13083,1451,PUSAPUNA,O
8142,474,distritu,I-LOC
1564,1645,.,O
12747,1384,(,O
5637,2445,(,O
12442,1325,',O
5211,2362,PUSAPUNA,O
11391,1117,Partidu,I-ORG
5215,2362,),I-LOC
7522,352,===,O
2269,1782,Pachantin,I-ORG
1868,1701,",",O
7929,430,Chuqiyapu,B-LOC
712,257,.,O
3070,1936,',O
12180,1277,la,I-PER
10370,920,-,O
2788,1883,Putina,I-LOC
11941,1229,(,I-PER
3273,1981,Antikuna,B-LOC
7432,339,Jean-Philippe,B-PER
11093,1058,',O
6879,233,Partidu,I-ORG
3434,2016,Kupa,I-ORG
11823,1204,',O
1603,1652,'Nycticorax,O
4365,2195,kaynin,I-ORG
3944,2115,mawk'a,I-ORG
3533,2036,Simón,B-PER
10328,914,Siwar,B-LOC
11697,1181,runakunap,I-ORG
6916,240,',O
12935,1420,Piluta,B-ORG
12424,1321,(,I-LOC
7252,305,Alan,B-PER
7564,361,Wasin,I-ORG
6807,219,4,O
3861,2100,Fernández,I-ORG
6828,225,rit'i,I-LOC
172,1711,PUSAPUNA,O
5619,2440,VI,I-PER
10976,1033,wari,I-ORG
4961,2313,Manuel,B-PER
10570,958,suyu,I-LOC
12499,1338,Sumaku,B-ORG
1139,1089,Asunsyun,B-LOC
1751,1676,',O
2558,1842,',O
611,79,Chiwlipakuy,B-LOC
1759,1679,Kupa,I-ORG
1549,1642,Kupa,I-ORG
1208,1201,amachasqa,I-ORG
13364,1508,Kashamarka,B-LOC
5235,2367,'Croton,O
12618,1362,',O
6913,240,Rodríguez,I-PER
1237,1257,Mendoza,I-LOC
6611,181,genus,O
3040,1930,Juan,B-PER
7404,332,Montes,I-ORG
3468,2023,',O
9296,705,Amaru,I-PER
3641,2057,Candamo,I-PER
12277,1294,(,I-LOC
9896,829,',O
3200,1965,Lusiya,I-LOC
4660,2253,pusapuna,O
3756,2083,Payqa,O
10993,1037,Pirqa,I-ORG
9955,842,19,O
12810,1396,mayu,I-LOC
6465,154,(,O
10920,1024,Anqash,B-LOC
439,2199,Tupaq,B-PER
7965,436,parki,I-ORG
7191,294,",",O
664,168,Hatun,I-ORG
1424,1619,',O
13817,1599,Khiñi,B-LOC
9733,797,mama,I-LOC
3689,2067,'Cebus,O
10159,879,',O
1114,1045,1997-2001,O
3609,2051,piki,I-ORG
12017,1245,Manuel,B-PER
6412,144,",",O
1005,845,6,O
473,2277,takiy,I-ORG
13434,1521,Taqna,B-LOC
9563,759,Antikuna,B-LOC
11574,1154,Santa,B-LOC
4802,2281,Blanc,I-PER
8900,627,ñawpa,I-ORG
7352,324,",",O
13632,1561,.,O
9310,708,San,B-LOC
8221,491,),O
3802,2091,',O
8052,455,',O
5891,42,Suntur,I-ORG
984,801,Pachantin,I-ORG
6775,214,Kupa,I-ORG
4520,2226,Inka,I-PER
8509,548,Wallqa,B-LOC
13640,1562,Remigio,B-PER
7363,324,distritu,I-LOC
5284,2376,Platini,I-PER
946,723,Reuel,I-PER
8914,629,',O
4578,2238,Kupa,I-ORG
12752,1385,Chilipi,B-ORG
13574,1548,',O
3536,2036,.,O
9337,714,Luna,I-PER
1457,1626,Pachantin,I-ORG
5823,28,Kunti,I-LOC
251,1833,Uncaria,O
9609,770,Di,I-PER
332,1988,Baños,B-LOC
10933,1026,Qhapaq,B-LOC
5441,2404,mamallaqta,I-ORG
4127,2149,',O
12393,1317,Antonio,I-PER
5833,30,Ollanta,B-PER
59,223,llaqtanqa,I-LOC
9890,829,Antañiqiq,B-PER
3581,2046,Ruas,I-PER
4321,2187,/,O
1507,1635,',O
12419,1320,'Phoenicopterus,O
1651,1661,-,O
10548,954,Bach,B-PER
12563,1351,Pachantin,I-ORG
12889,1409,parki,I-LOC
2690,1865,**,O
2195,1767,1970,I-ORG
2663,1861,Händel,I-PER
5159,2351,pruwinsya,I-LOC
6712,202,PUSAPUNA,O
2698,1867,kumisyuntaq,O
3707,2071,PUSAPUNA,O
7627,374,-,O
8616,567,Erythrina,O
4536,2229,Zedong,I-PER
11770,1193,yanapaqninsi,O
11989,1239,mamallaqta,I-ORG
10056,863,Markus,I-ORG
3181,1961,Carlos,B-PER
13821,1599,spinosissima,O
10623,969,Francesco,B-PER
5589,2433,14,O
11173,1075,.,O
8006,444,10,O
9633,775,sallqa,I-ORG
3617,2052,suyukuna,I-ORG
11632,1166,ñawra,I-ORG
12131,1267,',O
7554,359,.,O
350,2022,**,O
12547,1348,Kimsa,B-ORG
12714,1380,pruwinsya,I-LOC
4201,2163,suri,I-LOC
7837,410,kaynin,I-ORG
2358,1802,',O
11789,1196,',O
11719,1186,Kurt,B-PER
442,2199,ñiqin,I-PER
7448,339,Vivaldi,I-PER
6267,116,y,I-PER
8176,482,Hayt'ay,I-ORG
7421,337,Christian,B-PER
8587,563,",",O
4666,2253,Yachay,I-ORG
10174,882,distritu,I-LOC
12402,1318,maqanakurqan,O
5676,2451,Qullqi,I-ORG
13060,1444,San,B-LOC
5922,49,Caesar,I-PER
653,146,Jatun,I-ORG
2612,1853,),I-LOC
1222,1235,7,O
6242,110,llaqta,I-LOC
4687,2258,Qulcha,B-LOC
12809,1396,Pastasa,B-LOC
8627,570,Cáceres,I-PER
12135,1269,',O
9497,744,qhapaq,I-ORG
4811,2283,walla,I-ORG
11340,1105,Piluta,B-ORG
5147,2349,la,I-PER
5951,55,Francisco,B-PER
4778,2276,.,O
2029,1732,llaqta,I-ORG
9516,749,suyu,I-ORG
10071,864,Henricus,I-PER
11078,1055,Breitner,I-PER
9369,720,*Rawrawa,O
2633,1858,Kupa,I-ORG
10401,925,Lima,B-LOC
5225,2364,11,O
2464,1826,',O
5157,2351,(,O
3083,1938,),I-LOC
10247,895,),O
8439,533,Llaqtap,I-ORG
6929,242,.,O
9888,828,yawar,I-LOC
769,379,FC,I-ORG
5143,2348,pruwinsya,I-LOC
2685,1863,',O
9387,722,Kurunku,I-LOC
10366,919,Minas,I-ORG
10196,887,*Apumayta,O
10204,888,Carlos,B-PER
8064,458,qhapaq,I-ORG
2234,1775,715,O
5673,2450,karum,O
9942,840,Inka,B-ORG
8759,595,.,O
12738,1383,Sunturnin,I-ORG
12431,1322,Kupa,I-ORG
3086,1939,Rowling,I-PER
3496,2028,llapan,O
5366,2391,Domingo,B-PER
3986,2124,Yachay,I-ORG
3165,1957,Linné,I-PER
9150,676,Piruwanu,B-ORG
3935,2114,suyu,I-LOC
8424,530,llaqta,I-ORG
4027,2131,.,O
13081,1450,sutinchasqa,O
2747,1876,Edwin,B-PER
4761,2272,Atawallpa,B-PER
5214,2362,Lima,I-LOC
1714,1671,.,O
6592,177,Tumipampa,B-LOC
3458,2020,Mendoza,I-PER
8842,614,munisipyu,I-LOC
747,335,pusapuna,O
7533,355,Pachantin,I-ORG
3906,2108,thula,O
6576,173,',O
2969,1917,.,O
6296,121,.,O
4684,2257,Kupa,I-ORG
10279,903,.,O
7547,358,',O
8893,626,Piluta,B-ORG
4239,2171,Brasil,I-LOC
13620,1559,(,O
8717,587,Wasin,I-ORG
5264,2373,kamayuq,I-PER
2177,1762,',O
13389,1513,'Oreailurus,O
5899,44,iskay,I-PER
8506,547,),O
1838,1695,Antikuna,B-LOC
9845,819,.,O
8603,565,distritu,I-LOC
9706,791,Klose,I-PER
9427,731,Faustino,I-PER
3692,2068,John,B-PER
11019,1042,Johann,B-PER
11709,1184,Zhao,B-PER
5019,2324,',O
5083,2335,),O
6025,70,llaqtapi,O
13626,1560,",",O
10995,1038,de,I-PER
9088,664,warikancha,I-ORG
7248,304,ñawpa,I-ORG
9371,720,(,O
8427,531,Arguedas,I-PER
4118,2148,',O
1117,1056,Torres,I-PER
393,2088,.,O
1641,1659,Yang,B-PER
13388,1513,(,O
2446,1821,Sallqapi,I-ORG
4668,2254,pusapuna,O
2607,1853,PUSAPUNA,O
9454,737,Antikuna,B-LOC
12065,1255,Buliwyap,B-LOC
11072,1053,suyukuna,I-ORG
3554,2040,黄現璠,O
9931,838,',O
1262,1301,1756-1791,O
13423,1519,(,I-LOC
12052,1253,Waylas,B-LOC
470,2266,llaqta,I-LOC
5583,2431,(,O
4066,2138,Tenerife,I-LOC
12039,1251,.,O
13301,1495,mama,I-ORG
10276,902,Rummenigge,I-PER
6908,239,m,O
2155,1760,Tukuy,B-ORG
6540,167,.,O
1310,1401,de,I-LOC
10224,893,.,O
2772,1880,Yachay,I-ORG
11900,1219,Ramírez,I-PER
9043,655,.,O
2728,1872,",",O
6344,133,Gaius,B-PER
5072,2334,Lumu,B-LOC
6723,204,Pachantin,I-ORG
13709,1576,de,I-PER
8699,585,',O
6218,106,===,O
13618,1559,Wallqa,B-LOC
12964,1426,.,O
12857,1405,Uma,B-LOC
9012,650,',O
3323,1993,Kay,O
13664,1566,Pasqu,B-LOC
9689,787,Monterrey,B-LOC
5467,2409,ñiqin,I-PER
13312,1497,Pachantin,I-ORG
5011,2322,',O
4698,2260,Santos,I-PER
3910,2109,Melgar,I-PER
5086,2336,',O
1701,1668,m,O
13019,1436,kaynin,I-ORG
1535,1640,.,O
9030,653,Figuerola,I-PER
6693,197,Quta,I-LOC
5201,2360,Kupa,I-ORG
12176,1277,.,O
1189,1168,',O
12736,1383,Hatun,I-ORG
740,312,',O
129,1622,PUSAPUNA,O
6335,131,Chakamarka,B-ORG
3354,1998,Taylor,I-PER
4867,2294,(,O
1409,1601,",",O
3094,1941,Lewis,I-PER
2724,1871,',O
8323,510,.,O
11671,1175,Piluta,B-ORG
45,2343,Sallqa,I-ORG
3766,2084,suyu,I-ORG
2040,1735,',O
8810,607,Pachantin,I-ORG
12568,1352,Pachantin,I-ORG
2067,1740,Nasyunalista,I-ORG
11352,1107,Hayt'ay,I-ORG
2867,1901,Toribio,B-PER
7543,358,Andrés,B-PER
13311,1497,Hayt'ay,I-ORG
5470,2411,Pachantin,I-ORG
12962,1426,wawqinmi,O
8254,498,),O
6986,254,.,O
5477,2412,Piruw,I-ORG
6975,252,.,O
12939,1420,2014,I-ORG
13875,1610,Neuer,I-PER
5941,53,Cabral,I-PER
3157,1954,.,O
9543,754,munisipyu,I-LOC
4936,2308,'Leopardus,O
3422,2014,',O
9044,657,.,O
4955,2312,Jututu,B-LOC
13324,1499,suyu,I-ORG
2196,1768,Lawqa,B-ORG
1849,1696,),I-LOC
10507,947,sirinka,I-ORG
4910,2303,Huwan,B-PER
336,1988,),I-LOC
5551,2426,Piluta,B-ORG
1282,1346,Vieira,I-PER
4411,2205,Inkawasimanta]],O
12284,1295,Suntur,I-ORG
11181,1076,Diego,B-PER
10286,904,llaqtanqa,I-LOC
6080,80,',O
11545,1148,',O
4029,2131,Rafael,B-PER
6910,240,.,O
6972,252,Bobby,B-PER
2561,1843,urqu,I-LOC
1051,956,',O
10793,999,willkachasqa,I-ORG
8670,580,",",O
4881,2297,Khedira,I-PER
8173,481,americana,O
13016,1436,Tukuy,B-ORG
188,1733,10,O
12689,1376,6.31,O
7195,294,",",O
6618,182,serranus,O
4841,2290,Pisaru,I-PER
10472,939,PUSAPUNA,O
13839,1603,",",O
2638,1859,-,I-ORG
5527,2420,'Eunectes,O
4756,2271,Wallqa,B-LOC
10218,893,.,O
735,301,Perón,I-PER
3098,1942,de,I-PER
11760,1192,',O
10658,974,",",O
11638,1167,Basten,I-PER
9947,841,Toribio,B-PER
10724,986,Qulcha,B-LOC
9277,700,.,O
5886,41,Tayaqaqa,I-LOC
2158,1760,kaynin,I-ORG
12626,1364,.,O
2616,1854,VI,I-PER
13203,1475,',O
5584,2431,P,O
860,545,Buliwya,I-ORG
7713,388,marka,I-LOC
9575,762,Pawqartampu,B-LOC
8542,553,Pampa,I-LOC
10235,895,),O
13898,1615,marka,I-LOC
6007,66,distritu,I-LOC
11561,1151,risirwa,I-LOC
12242,1287,distritu,I-LOC
10301,907,),I-PER
4242,2171,),O
2340,1797,',O
10549,954,",",I-PER
3858,2098,1994,I-ORG
423,2155,Gaius,B-PER
427,2166,de,I-PER
3256,1978,Scorza,I-PER
13509,1535,parki,I-ORG
13295,1494,Yachay,I-ORG
203,1755,Speothos,O
12788,1392,Kupa,I-ORG
4712,2262,(,O
10255,897,Dante,B-PER
2765,1879,Wanuku,B-LOC
4124,2149,(,O
4468,2216,**,O
10076,864,Justus,B-PER
12652,1369,San,I-ORG
7451,339,Scarlatti,I-PER
4789,2278,Barreda,I-PER
12638,1366,Piluta,B-ORG
826,490,Laram,B-ORG
3631,2056,Mamallaqtapura,B-ORG
6544,169,Hatun,I-ORG
318,1955,.,O
9252,695,1990,I-ORG
7367,325,sallqa,I-ORG
4100,2145,),O
3473,2024,),O
7333,319,boliviana,O
1215,1224,pusapuna,O
751,346,Piluta,B-ORG
9178,681,Palaeosuchus,O
1734,1673,5,O
10321,911,Qullqa,I-ORG
9421,730,Tupaq,B-PER
634,113,Marbán,B-LOC
12344,1307,Daniel,B-LOC
9378,721,de,I-ORG
271,1866,sallqa,I-ORG
12560,1350,rikusqa,O
13028,1438,pruwinsya,I-LOC
1557,1645,nisqaqa,O
1352,1490,llaqta,I-ORG
7727,388,Tunkurawa,B-LOC
9635,776,.,O
3115,1946,parki,I-ORG
1042,934,Hayt'ay,I-ORG
5874,39,Tunki,B-LOC
7962,436,T'uru,B-ORG
10207,888,-,O
11907,1221,Kupa,I-ORG
1955,1718,Rivera,I-PER
2036,1734,.,O
7827,408,(,O
9504,746,.,O
9712,792,Tello,I-PER
10065,864,Curie,I-PER
2045,1736,2014,I-ORG
11328,1104,'Ispañarrí,O
2438,1820,Hermosillo,B-LOC
3688,2067,machin,I-LOC
2006,1728,Preludio,O
5070,2333,karqan,O
6809,220,Piluta,B-ORG
1811,1690,T'uru,B-ORG
8131,472,',O
1647,1660,sallqa,I-ORG
1976,1723,Raimondi,I-PER
8012,447,',O
12550,1349,.,O
3337,1994,',O
6309,125,-,O
4725,2264,m,O
12845,1403,Piluta,B-ORG
13208,1476,(,O
12100,1262,",",O
7184,293,Buliwyap,B-LOC
8658,576,Hayt'ay,I-ORG
3442,2017,',O
3355,1998,',O
7134,283,',O
11081,1055,.,O
8127,472,kalistu,I-LOC
13481,1529,(,I-LOC
4817,2284,Pachantin,I-ORG
6852,228,San,B-LOC
1775,1682,yawar,I-LOC
11764,1192,.,O
4267,2176,Hamp'atu,B-LOC
7074,273,Uma,B-LOC
3398,2007,-,O
5009,2322,R.,I-PER
12193,1280,Ñit'isqa,B-ORG
4835,2289,Piluta,B-ORG
5615,2439,Maradona,I-PER
10593,963,Mama,I-ORG
4825,2285,.,O
7602,369,Pachantin,I-ORG
10717,985,(,O
5017,2323,.,O
5064,2331,Buren,I-PER
10765,994,de,I-PER
4562,2236,Wamanqapi,B-ORG
6141,93,.,O
933,701,",",O
8389,524,sipas,I-LOC
13888,1613,.,O
8035,451,III,I-PER
6057,75,),O
2010,1728,Salazar,I-PER
10009,853,Kimsa,B-ORG
4537,2229,(,O
8638,572,.,O
12608,1361,Piluta,B-ORG
8065,458,kaynin,I-ORG
5190,2358,.,O
11323,1103,llaqta,I-ORG
7324,317,),O
8607,566,Samanez,I-PER
1614,1654,.,O
2525,1838,suyu,I-LOC
9038,655,',O
426,2166,Teresa,B-PER
12811,1396,Mera,B-LOC
12243,1287,(,I-LOC
1703,1669,Surutu,B-LOC
3634,2056,Pachata,I-ORG
13650,1564,',O
10738,988,",",O
11465,1132,Pachantin,I-ORG
2163,1761,y,O
